id_domicilio,id_pessoa,trimestre_num,numero_entrevistas_pessoa,peso_pessoa,capital,situacao_urbana_rural,tipo_area,peso_amostral,sexo,idade,cor_raca,nivel_instrucao,numero_trabalhos,area_trabalho,grupo_atividade,grupo_ocupacao,rendimento_habitual,horas_habituais,target_informal
250016203-04-11,250016203-04-11-01,3,4,0.25,0,1,4,207.01020676,1,59,1,5,1,,04,05,2000.0,30,0
250016203-04-11,250016203-04-11-02,3,4,0.25,0,1,4,207.01020676,2,57,1,7,1,3,08,02,2424.0,44,0
250016203-05-11,250016203-05-11-01,3,4,0.25,0,1,4,196.02577805,1,55,2,7,1,3,10,05,1412.0,40,0
250016203-07-11,250016203-07-11-01,3,3,0.3333333333333333,0,1,4,202.76369953,2,42,4,5,1,2,09,05,1412.0,40,0
250016203-08-11,250016203-08-11-02,3,2,0.5,0,1,4,264.94911452,1,34,4,2,1,,04,09,1412.0,44,1
250016203-09-11,250016203-09-11-01,3,4,0.25,0,1,4,270.75637941,1,44,1,2,1,,01,06,800.0,40,1
250016203-12-11,250016203-12-11-01,3,3,0.3333333333333333,0,1,4,254.35235602,2,59,4,7,1,3,09,01,5200.0,40,0
250016203-13-11,250016203-13-11-01,3,3,0.3333333333333333,0,1,4,197.24990887,1,56,1,7,1,3,09,02,5000.0,20,0
250016203-13-11,250016203-13-11-02,3,3,0.3333333333333333,0,1,4,197.24990887,2,44,1,7,1,,04,05,10000.0,44,0
250016203-14-11,250016203-14-11-01,3,3,0.3333333333333333,0,1,4,243.47750127,2,47,4,5,1,3,08,04,1412.0,44,0
250016795-03-11,250016795-03-11-01,3,2,0.5,0,2,4,219.24602676,2,58,4,2,1,,01,06,500.0,44,1
250016795-03-11,250016795-03-11-02,3,3,0.3333333333333333,0,2,4,219.24602676,1,58,4,2,1,,01,06,,44,1
250016795-04-11,250016795-04-11-01,3,3,0.3333333333333333,0,2,4,345.34122316,1,35,4,5,1,,01,06,1412.0,48,1
250016795-05-11,250016795-05-11-01,3,3,0.3333333333333333,0,2,4,233.53603529,2,49,1,5,1,,04,04,1420.0,50,0
250016795-05-11,250016795-05-11-02,3,3,0.3333333333333333,0,2,4,233.53603529,1,52,1,4,1,,04,07,4000.0,50,1
250016795-07-11,250016795-07-11-03,3,2,0.5,0,2,4,226.08417375,1,40,4,4,1,,01,06,700.0,35,1
250016795-12-11,250016795-12-11-01,3,3,0.3333333333333333,0,2,4,227.28315799,1,48,2,2,1,,01,09,1412.0,44,1
250016795-12-11,250016795-12-11-02,3,2,0.5,0,2,4,227.28315799,2,54,2,2,1,,11,09,500.0,16,1
250016795-14-11,250016795-14-11-01,3,3,0.3333333333333333,0,2,4,251.96551501,1,47,1,1,1,,01,06,1000.0,40,1
250016795-14-11,250016795-14-11-02,3,3,0.3333333333333333,0,2,4,251.96551501,2,42,1,2,1,3,08,09,1412.0,45,0
250018108-01-12,250018108-01-12-01,3,2,0.5,0,2,4,163.77565834,1,48,4,2,1,,01,07,1000.0,40,1
250018108-04-12,250018108-04-12-01,3,2,0.5,0,2,4,167.53899215,1,58,1,2,1,,01,06,800.0,40,1
250018108-04-12,250018108-04-12-02,3,2,0.5,0,2,4,167.53899215,2,33,4,3,1,,02,07,1412.0,44,1
250018108-07-12,250018108-07-12-01,3,2,0.5,0,2,4,175.95332063,2,32,4,2,1,,11,05,500.0,48,1
250018108-07-12,250018108-07-12-02,3,2,0.5,0,2,4,175.95332063,1,58,4,2,1,,05,08,1500.0,60,0
250018108-08-12,250018108-08-12-01,3,2,0.5,0,2,4,188.56501346,2,33,4,2,1,,06,05,1200.0,50,1
250018108-08-12,250018108-08-12-02,3,2,0.5,0,2,4,188.56501346,1,34,4,2,1,,04,07,1100.0,50,1
250018108-11-12,250018108-11-12-03,3,2,0.5,0,2,4,155.71114718,1,29,1,7,1,,09,02,1500.0,40,1
250018108-11-12,250018108-11-12-04,3,1,1.0,0,2,4,155.71114718,1,63,4,1,1,,03,07,250.0,20,1
250018108-13-12,250018108-13-12-02,3,2,0.5,0,2,4,131.26018665,2,48,4,2,1,,11,09,900.0,44,1
250018108-14-12,250018108-14-12-02,3,2,0.5,0,2,4,151.40606,2,50,4,2,1,,09,05,400.0,20,1
250018108-14-12,250018108-14-12-03,3,1,1.0,0,2,4,151.40606,2,31,4,7,1,,07,02,2000.0,40,0
250018269-01-11,250018269-01-11-02,3,1,1.0,0,1,4,226.55637715,1,43,4,4,1,,03,09,700.0,20,1
250018269-03-11,250018269-03-11-01,3,2,0.5,0,1,4,225.13886935,2,36,4,5,1,,10,05,1000.0,20,1
250018269-03-11,250018269-03-11-02,3,4,0.25,0,1,4,225.13886935,1,36,1,1,1,,05,08,1300.0,48,1
250018269-04-11,250018269-04-11-01,3,4,0.25,0,1,4,224.32311331,2,37,1,6,1,3,09,09,1412.0,40,0
250018269-04-11,250018269-04-11-02,3,4,0.25,0,1,4,224.32311331,1,39,4,2,1,,04,03,1500.0,44,1
250018269-06-11,250018269-06-11-01,3,4,0.25,0,1,4,233.47889774,1,41,4,1,1,3,08,09,1412.0,40,0
250018269-09-11,250018269-09-11-01,3,4,0.25,0,1,4,264.91827275,1,45,1,5,1,3,09,03,2824.0,40,0
250018269-09-11,250018269-09-11-03,3,4,0.25,0,1,4,264.91827275,1,19,1,4,1,,10,05,850.0,40,1
250018269-10-11,250018269-10-11-02,3,2,0.5,0,1,4,215.88552815,1,35,4,7,1,,07,05,1412.0,40,1
250018269-13-11,250018269-13-11-01,3,4,0.25,0,1,4,233.18989137,2,38,1,3,1,,04,05,1412.0,44,0
250018269-13-11,250018269-13-11-02,3,4,0.25,0,1,4,233.18989137,1,34,4,2,1,,02,08,1412.0,44,0
250018296-03-12,250018296-03-12-01,3,2,0.5,1,1,1,242.38495682,1,56,4,3,1,,10,07,1000.0,48,1
250018296-04-12,250018296-04-12-01,3,2,0.5,1,1,1,256.53574679,1,59,2,2,1,,03,07,1300.0,40,1
250018296-04-12,250018296-04-12-02,3,2,0.5,1,1,1,256.53574679,2,56,2,2,1,,07,09,1412.0,40,0
250018296-09-12,250018296-09-12-01,3,2,0.5,1,1,1,356.2784973,1,40,4,2,1,,03,07,1700.0,40,1
250018296-12-12,250018296-12-12-01,3,2,0.5,1,1,1,341.79004937,2,34,4,2,1,,02,07,2824.0,50,1
250018296-12-12,250018296-12-12-02,3,2,0.5,1,1,1,341.79004937,1,32,2,2,1,,10,05,2824.0,54,1
250018296-13-12,250018296-13-12-01,3,2,0.5,1,1,1,315.5841673,2,36,4,5,1,,11,09,900.0,24,1
250018296-13-12,250018296-13-12-02,3,2,0.5,1,1,1,315.5841673,1,38,4,2,1,,04,07,1512.0,44,0
250018830-01-12,250018830-01-12-02,3,2,0.5,0,1,4,363.02179787,1,36,1,5,1,,04,05,1800.0,40,0
250018830-03-12,250018830-03-12-02,3,2,0.5,0,1,4,316.78641503,1,53,1,2,1,,04,07,1200.0,44,1
250018830-04-12,250018830-04-12-01,3,2,0.5,0,1,4,287.97381952,2,41,2,4,2,,02,07,320.0,52,1
250018830-04-12,250018830-04-12-03,3,2,0.5,0,1,4,287.97381952,1,44,1,2,1,,06,05,1412.0,12,0
250018830-04-12,250018830-04-12-04,3,2,0.5,0,1,4,287.97381952,2,46,4,2,1,,02,07,320.0,40,1
250018830-05-12,250018830-05-12-02,3,2,0.5,0,1,4,356.8702261,1,42,4,2,1,,04,07,3000.0,40,0
250018830-07-12,250018830-07-12-01,3,2,0.5,0,1,4,399.91345246,1,45,1,7,1,1,09,03,1700.0,76,0
250018830-09-12,250018830-09-12-02,3,2,0.5,0,1,4,328.76848614,1,62,2,2,1,,04,09,1412.0,40,1
250018830-09-12,250018830-09-12-03,3,2,0.5,0,1,4,328.76848614,1,34,1,5,1,,04,05,1412.0,40,0
250018830-11-12,250018830-11-12-01,3,2,0.5,0,1,4,345.10155451,2,44,4,5,1,,02,07,400.0,40,1
250018830-11-12,250018830-11-12-02,3,2,0.5,0,1,4,345.10155451,1,38,4,2,1,,04,09,200.0,40,1
250018830-12-12,250018830-12-12-02,3,2,0.5,0,1,4,300.72928396,2,59,4,1,1,,11,09,400.0,40,1
250018830-13-12,250018830-13-12-02,3,2,0.5,0,1,4,336.20473336,2,45,4,5,1,,11,09,1412.0,40,1
250018830-13-12,250018830-13-12-03,3,2,0.5,0,1,4,336.20473336,2,29,1,7,1,,04,05,1412.0,40,1
250018830-13-12,250018830-13-12-04,3,2,0.5,0,1,4,336.20473336,1,27,1,4,1,,06,01,2000.0,40,1
250018876-01-11,250018876-01-11-01,3,3,0.3333333333333333,1,1,1,269.53428747,2,54,1,7,1,,04,04,,40,1
250018876-01-11,250018876-01-11-02,3,3,0.3333333333333333,1,1,1,269.53428747,1,49,1,5,1,,04,01,5000.0,60,0
250018876-02-11,250018876-02-11-02,3,3,0.3333333333333333,1,1,1,242.46000174,2,27,1,7,1,3,08,04,1700.0,40,0
250018876-03-11,250018876-03-11-01,3,3,0.3333333333333333,1,1,1,288.46079837,1,51,1,7,2,1,09,02,15000.0,48,0
250018876-03-11,250018876-03-11-03,3,3,0.3333333333333333,1,1,1,288.46079837,2,27,1,7,1,2,09,02,3000.0,44,0
250018876-03-11,250018876-03-11-04,3,3,0.3333333333333333,1,1,1,288.46079837,2,25,1,7,2,,07,02,2000.0,38,1
250018876-04-11,250018876-04-11-01,3,3,0.3333333333333333,1,1,1,313.6409622,1,43,1,6,1,2,08,03,5000.0,40,0
250018876-04-11,250018876-04-11-03,3,3,0.3333333333333333,1,1,1,313.6409622,1,25,1,6,1,,07,04,1412.0,44,0
250018876-04-11,250018876-04-11-04,3,3,0.3333333333333333,1,1,1,313.6409622,2,20,1,6,1,,09,04,1800.0,30,0
250018876-05-11,250018876-05-11-02,3,2,0.5,1,1,1,266.16755021,1,48,1,5,1,,04,05,1510.0,44,0
250018876-08-11,250018876-08-11-03,3,3,0.3333333333333333,1,1,1,262.15448305,1,45,1,7,1,,10,02,2000.0,30,1
250018876-09-11,250018876-09-11-01,3,3,0.3333333333333333,1,1,1,336.91401587,1,42,2,7,2,1,09,04,14000.0,70,0
250018876-11-11,250018876-11-11-01,3,3,0.3333333333333333,1,1,1,227.04209949,2,39,1,7,1,2,09,02,4236.0,40,0
250018876-12-11,250018876-12-11-02,3,3,0.3333333333333333,1,1,1,209.73842373,2,67,4,2,1,2,08,04,10000.0,40,0
250018876-14-11,250018876-14-11-01,3,3,0.3333333333333333,1,1,1,278.75851163,2,38,1,7,1,,06,07,2300.0,44,1
250018876-14-11,250018876-14-11-02,3,3,0.3333333333333333,1,1,1,278.75851163,1,41,1,3,1,,04,09,1800.0,44,0
250019219-01-11,250019219-01-11-02,3,4,0.25,0,1,4,326.55564754,1,53,4,1,2,,01,06,1412.0,49,1
250019219-03-11,250019219-03-11-01,3,3,0.3333333333333333,0,1,4,480.32364307,2,18,4,3,1,,06,05,150.0,10,1
250019219-03-11,250019219-03-11-02,3,4,0.25,0,1,4,480.32364307,1,25,4,3,1,,04,09,600.0,40,1
250019219-04-11,250019219-04-11-01,3,4,0.25,0,1,4,358.28765014,2,58,4,7,1,3,09,02,3500.0,20,0
250019219-04-11,250019219-04-11-02,3,3,0.3333333333333333,0,1,4,358.28765014,1,66,4,5,1,3,09,05,1412.0,40,0
250019219-05-11,250019219-05-11-01,3,4,0.25,0,1,4,383.83358248,2,49,4,5,1,3,09,09,1412.0,20,0
250019219-05-11,250019219-05-11-02,3,3,0.3333333333333333,0,1,4,383.83358248,1,52,4,1,1,,03,07,900.0,32,1
250019219-06-11,250019219-06-11-01,3,4,0.25,0,1,4,489.97683277,2,28,4,7,1,,07,04,1412.0,44,0
250019219-06-11,250019219-06-11-02,3,4,0.25,0,1,4,489.97683277,1,32,4,5,1,,07,03,1412.0,44,0
250019219-08-11,250019219-08-11-01,3,1,1.0,0,1,4,578.52665991,1,34,4,4,1,,03,07,4000.0,24,1
250019219-09-11,250019219-09-11-02,3,3,0.3333333333333333,0,1,4,458.75919808,1,32,4,2,1,,01,09,600.0,16,1
250019219-10-11,250019219-10-11-01,3,3,0.3333333333333333,0,1,4,413.07131556,2,44,4,4,2,3,08,09,130.0,28,0
250019219-10-11,250019219-10-11-03,3,1,1.0,0,1,4,413.07131556,1,18,4,4,1,,06,05,950.0,20,1
250019219-11-11,250019219-11-11-01,3,4,0.25,0,1,4,393.38154803,2,39,4,7,1,,09,02,800.0,20,0
250019219-12-11,250019219-12-11-01,3,2,0.5,0,1,4,508.3896871,1,26,1,5,1,,10,09,600.0,40,1
250019282-02-11,250019282-02-11-01,3,4,0.25,0,2,4,256.69177044,1,41,4,2,1,,03,09,1400.0,40,1
250019282-05-11,250019282-05-11-01,3,4,0.25,0,2,4,180.62069133,1,57,1,2,1,,01,06,400.0,40,1
250019282-05-11,250019282-05-11-02,3,4,0.25,0,2,4,180.62069133,2,52,4,5,1,,01,06,,20,1
250019282-06-11,250019282-06-11-01,3,4,0.25,0,2,4,230.36272115,1,37,4,2,1,,01,09,200.0,8,1
250019282-06-11,250019282-06-11-02,3,4,0.25,0,2,4,230.36272115,2,41,4,6,1,3,09,05,1412.0,40,0
250019282-06-11,250019282-06-11-04,3,3,0.3333333333333333,0,2,4,230.36272115,1,19,4,3,1,,01,09,200.0,8,1
250019282-07-11,250019282-07-11-02,3,4,0.25,0,2,4,231.36699583,1,45,4,1,1,,02,09,4000.0,40,0
250019282-08-11,250019282-08-11-01,3,4,0.25,0,2,4,232.1039824,2,35,1,4,1,,11,09,1600.0,40,0
250019282-08-11,250019282-08-11-02,3,4,0.25,0,2,4,232.1039824,1,39,2,2,1,,03,09,500.0,40,1
250019282-09-11,250019282-09-11-01,3,3,0.3333333333333333,0,2,4,181.02191499,2,61,4,2,1,,01,06,350.0,15,1
250019282-09-11,250019282-09-11-02,3,1,1.0,0,2,4,181.02191499,1,58,4,2,1,,01,06,300.0,15,1
250019282-10-11,250019282-10-11-01,3,4,0.25,0,2,4,218.95014632,1,54,4,2,1,,02,09,1500.0,40,1
250019282-11-11,250019282-11-11-02,3,4,0.25,0,2,4,198.31058322,1,59,4,2,1,,01,09,1000.0,44,1
250019282-11-11,250019282-11-11-03,3,3,0.3333333333333333,0,2,4,198.31058322,2,15,4,3,1,,04,05,200.0,5,1
250019282-12-11,250019282-12-11-01,3,4,0.25,0,2,4,221.87552264,1,63,1,5,2,,01,06,1412.0,71,1
250019282-12-11,250019282-12-11-02,3,4,0.25,0,2,4,221.87552264,2,54,4,7,1,2,09,02,3000.0,40,0
250019282-12-11,250019282-12-11-03,3,4,0.25,0,2,4,221.87552264,2,33,1,7,1,3,09,03,1500.0,40,0
250019282-12-11,250019282-12-11-04,3,4,0.25,0,2,4,221.87552264,1,21,1,6,2,,01,06,,71,1
250019282-13-11,250019282-13-11-01,3,4,0.25,0,2,4,168.4745264,1,64,1,2,1,,05,08,1000.0,16,1
250019282-14-11,250019282-14-11-01,3,4,0.25,0,2,4,246.79565678,1,39,2,2,1,,01,06,300.0,50,1
250019282-14-11,250019282-14-11-02,3,4,0.25,0,2,4,246.79565678,2,29,4,5,1,,01,06,,20,1
250019577-01-11,250019577-01-11-01,3,3,0.3333333333333333,0,1,4,302.7039931,2,36,4,5,1,,06,07,1412.0,40,1
250019577-02-11,250019577-02-11-01,3,4,0.25,0,1,4,466.89109673,1,32,4,2,1,,04,05,1500.0,44,1
250019577-03-11,250019577-03-11-01,3,4,0.25,0,1,4,486.64807983,1,24,4,5,1,,04,09,1412.0,48,0
250019577-04-11,250019577-04-11-01,3,4,0.25,0,1,4,380.88591799,1,53,1,2,1,,02,07,1800.0,44,1
250019577-04-11,250019577-04-11-03,3,4,0.25,0,1,4,380.88591799,1,35,1,2,1,,04,09,1500.0,52,1
250019577-05-11,250019577-05-11-01,3,4,0.25,0,1,4,418.09793347,1,56,1,1,1,,02,09,1500.0,40,1
250019577-05-11,250019577-05-11-03,3,4,0.25,0,1,4,418.09793347,1,32,4,2,1,,02,09,1500.0,40,1
250019577-06-11,250019577-06-11-01,3,4,0.25,0,1,4,555.72863093,1,21,4,4,1,,04,07,1400.0,36,1
250019577-08-11,250019577-08-11-01,3,4,0.25,0,1,4,411.71052859,1,43,1,5,1,,06,05,1000.0,48,1
250019577-08-11,250019577-08-11-02,3,4,0.25,0,1,4,411.71052859,2,34,4,2,1,,04,05,1412.0,44,0
250019577-11-11,250019577-11-11-01,3,4,0.25,0,1,4,434.57904499,1,64,4,1,1,,03,07,900.0,44,1
250019577-11-11,250019577-11-11-03,3,4,0.25,0,1,4,434.57904499,1,20,4,4,1,,07,04,1412.0,40,0
250019577-12-11,250019577-12-11-02,3,2,0.5,0,1,4,288.03121196,1,68,4,2,1,,11,06,120.0,24,1
250019577-13-11,250019577-13-11-01,3,4,0.25,0,1,4,458.73351535,2,43,1,2,2,,07,09,1412.0,45,0
250019577-13-11,250019577-13-11-02,3,4,0.25,0,1,4,458.73351535,1,29,4,2,1,,03,09,500.0,56,1
250019577-13-11,250019577-13-11-03,3,4,0.25,0,1,4,458.73351535,1,23,4,5,1,,04,09,1412.0,44,0
250019577-13-11,250019577-13-11-04,3,3,0.3333333333333333,0,1,4,458.73351535,1,21,1,5,2,,04,05,706.0,29,1
250019816-02-12,250019816-02-12-02,3,2,0.5,1,1,1,421.72325408,1,70,1,7,1,3,09,02,5000.0,40,0
250019816-03-12,250019816-03-12-02,3,2,0.5,1,1,1,656.46682802,1,35,1,7,1,1,08,10,10000.0,40,0
250019816-04-12,250019816-04-12-01,3,2,0.5,1,1,1,463.35452663,1,62,1,6,1,,03,07,7000.0,50,0
250019816-05-12,250019816-05-12-01,3,2,0.5,1,1,1,459.98055592,2,70,1,7,1,,07,02,20000.0,30,0
250019816-05-12,250019816-05-12-02,3,2,0.5,1,1,1,459.98055592,2,44,1,7,1,2,08,03,6000.0,40,0
250019816-07-12,250019816-07-12-01,3,2,0.5,1,1,1,431.24381508,1,68,1,7,1,,04,01,16000.0,50,0
250019816-07-12,250019816-07-12-02,3,2,0.5,1,1,1,431.24381508,2,63,4,7,1,2,08,02,30000.0,30,0
250019816-09-12,250019816-09-12-01,3,2,0.5,1,1,1,656.46682802,2,33,4,7,2,3,09,02,11200.0,40,0
250019816-09-12,250019816-09-12-02,3,2,0.5,1,1,1,656.46682802,1,39,1,7,1,1,09,02,8000.0,30,0
250019816-12-12,250019816-12-12-01,3,2,0.5,1,1,1,643.96569605,1,45,4,7,1,2,08,10,6000.0,40,0
250019870-01-12,250019870-01-12-01,3,2,0.5,0,1,2,462.85053285,1,39,4,2,1,,04,07,3000.0,60,1
250019870-02-12,250019870-02-12-02,3,1,1.0,0,1,2,452.50504122,1,40,4,3,1,,03,07,1000.0,44,1
250019870-03-12,250019870-03-12-01,3,1,1.0,0,1,2,444.53320911,2,36,4,5,1,,04,05,1400.0,48,1
250019870-03-12,250019870-03-12-02,3,1,1.0,0,1,2,444.53320911,1,32,4,5,1,,02,07,10000.0,40,0
250019870-05-12,250019870-05-12-01,3,2,0.5,0,1,2,440.29998123,2,39,1,2,1,,06,07,700.0,5,1
250019870-05-12,250019870-05-12-02,3,2,0.5,0,1,2,440.29998123,1,33,1,4,1,,02,07,1300.0,40,0
250019870-06-12,250019870-06-12-01,3,2,0.5,0,1,2,435.85276536,2,39,4,4,1,,04,09,1100.0,44,0
250019870-06-12,250019870-06-12-02,3,2,0.5,0,1,2,435.85276536,1,39,1,5,1,,04,09,1100.0,44,0
250019870-10-12,250019870-10-12-02,3,2,0.5,0,1,2,517.65423869,1,25,4,4,1,,03,09,450.0,40,1
250019870-11-12,250019870-11-12-01,3,2,0.5,0,1,2,358.45273593,1,55,1,4,1,,04,09,3500.0,16,0
250019870-11-12,250019870-11-12-02,3,2,0.5,0,1,2,358.45273593,2,57,1,4,1,,11,05,1412.0,40,1
250019870-12-12,250019870-12-12-01,3,2,0.5,0,1,2,505.47659925,2,32,4,5,1,2,08,04,3000.0,30,0
250019870-12-12,250019870-12-12-02,3,2,0.5,0,1,2,505.47659925,1,34,4,2,1,,04,05,3000.0,30,1
250019870-13-12,250019870-13-12-01,3,2,0.5,0,1,2,348.81542781,2,45,1,5,1,,04,05,400.0,20,1
250019870-13-12,250019870-13-12-02,3,2,0.5,0,1,2,348.81542781,1,51,4,5,1,,07,02,1500.0,40,0
250020116-01-11,250020116-01-11-01,3,4,0.25,0,2,4,161.16082315,2,48,4,7,1,3,09,02,4600.0,30,0
250020116-02-11,250020116-02-11-01,3,3,0.3333333333333333,0,2,4,236.10100226,2,34,4,2,1,,01,06,400.0,10,1
250020116-03-11,250020116-03-11-01,3,2,0.5,0,2,4,259.93194127,1,49,2,2,1,,01,06,400.0,30,1
250020116-04-11,250020116-04-11-01,3,3,0.3333333333333333,0,2,4,291.1912405,1,25,1,4,1,,02,09,2000.0,40,0
250020116-05-11,250020116-05-11-01,3,4,0.25,0,2,4,307.8832401,1,36,4,2,1,,01,09,300.0,15,1
250020116-06-11,250020116-06-11-02,3,4,0.25,0,2,4,247.15833523,2,35,4,7,1,3,09,09,1412.0,20,0
250020116-07-11,250020116-07-11-01,3,4,0.25,0,2,4,260.56664769,1,29,4,2,1,,01,09,210.0,24,1
250020116-08-11,250020116-08-11-01,3,3,0.3333333333333333,0,2,4,262.41891761,1,35,4,2,1,,01,09,2500.0,48,0
250020116-11-11,250020116-11-11-01,3,4,0.25,0,2,4,192.02429433,2,46,4,1,1,3,09,09,1412.0,20,0
250020116-13-11,250020116-13-11-01,3,2,0.5,0,2,4,213.54123491,1,74,1,2,1,,01,06,200.0,20,1
250020116-13-11,250020116-13-11-03,3,3,0.3333333333333333,0,2,4,213.54123491,1,34,1,2,1,,01,06,200.0,40,1
250020428-01-11,250020428-01-11-01,3,3,0.3333333333333333,0,1,2,185.33376004,2,34,4,6,1,2,09,03,2000.0,30,0
250020428-01-11,250020428-01-11-02,3,2,0.5,0,1,2,185.33376004,1,44,1,5,1,,05,08,3000.0,40,1
250020428-02-11,250020428-02-11-01,3,4,0.25,0,1,2,169.85098191,2,59,1,2,1,3,08,09,1412.0,44,0
250020428-02-11,250020428-02-11-02,3,4,0.25,0,1,2,169.85098191,2,32,4,7,1,,04,04,1412.0,44,0
250020428-03-11,250020428-03-11-01,3,2,0.5,0,1,2,177.03084962,2,44,4,2,1,,11,09,1000.0,12,1
250020428-04-11,250020428-04-11-01,3,2,0.5,0,1,2,143.7812052,1,50,1,2,1,,04,04,1412.0,44,0
250020428-05-11,250020428-05-11-01,3,2,0.5,0,1,2,216.6690063,1,30,4,5,1,,10,07,1600.0,25,0
250020428-05-11,250020428-05-11-02,3,2,0.5,0,1,2,216.6690063,2,27,1,7,1,,04,02,1750.0,36,0
250020428-07-11,250020428-07-11-03,3,3,0.3333333333333333,0,1,2,183.73205826,1,38,4,5,1,,02,07,2750.0,48,0
250020428-07-11,250020428-07-11-04,3,2,0.5,0,1,2,183.73205826,1,21,4,5,1,,04,04,1412.0,40,1
250020428-09-11,250020428-09-11-01,3,4,0.25,0,1,2,214.32411419,1,25,4,7,1,,04,05,2500.0,44,0
250020428-09-11,250020428-09-11-02,3,4,0.25,0,1,2,214.32411419,2,27,4,7,1,,02,02,3000.0,44,0
250020428-10-11,250020428-10-11-03,3,4,0.25,0,1,2,186.31031254,1,23,4,5,1,,02,03,1600.0,45,1
250020428-10-11,250020428-10-11-04,3,3,0.3333333333333333,0,1,2,186.31031254,2,20,4,3,1,,04,05,1412.0,44,1
250020428-12-11,250020428-12-11-01,3,4,0.25,0,1,2,155.36694975,1,56,1,1,1,,06,05,1412.0,36,1
250020428-12-11,250020428-12-11-03,3,3,0.3333333333333333,0,1,2,155.36694975,2,28,1,5,1,,07,02,1412.0,40,0
250020428-13-11,250020428-13-11-01,3,4,0.25,0,1,2,157.60586867,2,46,4,5,1,,04,05,4000.0,25,1
250020428-13-11,250020428-13-11-02,3,4,0.25,0,1,2,157.60586867,1,51,2,5,1,,02,05,3500.0,44,0
250020428-13-11,250020428-13-11-03,3,4,0.25,0,1,2,157.60586867,2,25,4,7,1,,09,02,2000.0,40,1
250020428-14-11,250020428-14-11-01,3,3,0.3333333333333333,0,1,2,173.74099521,1,43,4,4,1,,02,07,1412.0,40,0
250020428-14-11,250020428-14-11-02,3,4,0.25,0,1,2,173.74099521,2,41,1,5,1,,02,03,1412.0,44,0
250020464-01-11,250020464-01-11-01,3,4,0.25,0,1,4,349.20874005,1,53,1,2,1,,05,08,800.0,25,1
250020464-01-11,250020464-01-11-02,3,3,0.3333333333333333,0,1,4,349.20874005,2,47,1,2,2,,11,09,1412.0,60,0
250020464-02-11,250020464-02-11-02,3,4,0.25,0,1,4,394.5032555,1,68,2,7,1,2,02,04,6000.0,40,0
250020464-03-11,250020464-03-11-01,3,4,0.25,0,1,4,427.64765179,1,58,4,7,1,1,09,02,21000.0,40,0
250020464-04-11,250020464-04-11-01,3,4,0.25,0,1,4,380.08684526,1,60,1,6,1,2,08,03,10000.0,40,0
250020464-04-11,250020464-04-11-02,3,4,0.25,0,1,4,380.08684526,2,56,1,7,1,2,08,03,9000.0,40,0
250020464-05-11,250020464-05-11-01,3,4,0.25,0,1,4,316.26114259,1,64,4,7,2,2,09,02,2500.0,50,0
250020464-06-11,250020464-06-11-03,3,3,0.3333333333333333,0,1,4,380.91734369,2,63,1,7,1,,09,02,706.0,20,0
250020464-08-11,250020464-08-11-01,3,4,0.25,0,1,4,418.45710334,1,43,4,5,1,2,09,02,11000.0,40,0
250020464-09-11,250020464-09-11-01,3,4,0.25,0,1,4,422.90091569,1,52,4,5,1,,09,05,1412.0,40,0
250020464-09-11,250020464-09-11-02,3,3,0.3333333333333333,0,1,4,422.90091569,2,51,4,7,1,,02,07,2000.0,20,1
250020464-09-11,250020464-09-11-03,3,4,0.25,0,1,4,422.90091569,1,31,1,7,1,3,09,02,3000.0,40,0
250020464-09-11,250020464-09-11-04,3,4,0.25,0,1,4,422.90091569,2,26,1,7,1,3,09,02,3000.0,40,0
250020464-10-11,250020464-10-11-02,3,4,0.25,0,1,4,434.07613435,1,56,1,7,1,3,08,08,1412.0,40,0
250020464-10-11,250020464-10-11-03,3,2,0.5,0,1,4,434.07613435,2,29,4,7,1,,10,03,1412.0,25,0
250020464-11-11,250020464-11-11-01,3,4,0.25,0,1,4,426.27218562,1,55,2,4,1,3,08,08,3000.0,48,0
250020464-11-11,250020464-11-11-04,3,3,0.3333333333333333,0,1,4,426.27218562,1,21,4,5,1,,06,08,1412.0,12,1
250020464-12-11,250020464-12-11-01,3,4,0.25,0,1,4,403.700483,2,57,1,7,1,,09,02,2000.0,40,1
250020464-12-11,250020464-12-11-02,3,3,0.3333333333333333,0,1,4,403.700483,1,59,1,5,1,,04,07,2000.0,40,1
250020464-12-11,250020464-12-11-03,3,4,0.25,0,1,4,403.700483,1,37,1,7,1,1,09,04,4000.0,40,0
250020464-12-11,250020464-12-11-04,3,4,0.25,0,1,4,403.700483,2,32,1,7,1,,10,05,1000.0,40,1
250020464-12-11,250020464-12-11-06,3,4,0.25,0,1,4,403.700483,2,61,1,2,1,,11,09,1000.0,40,1
250020464-13-11,250020464-13-11-01,3,4,0.25,0,1,4,565.24666718,1,37,1,7,1,,04,05,15000.0,66,0
250020464-14-11,250020464-14-11-01,3,4,0.25,0,1,4,486.47627468,1,35,1,7,1,3,09,02,3500.0,30,0
250020464-14-11,250020464-14-11-02,3,4,0.25,0,1,4,486.47627468,2,33,1,7,1,3,08,02,3000.0,30,0
250020500-03-11,250020500-03-11-03,3,4,0.25,1,1,1,227.08244712,1,22,4,3,1,,04,07,1412.0,44,0
250020500-03-11,250020500-03-11-04,3,4,0.25,1,1,1,227.08244712,1,21,4,3,1,,04,07,1412.0,44,0
