id_domicilio,id_pessoa,trimestre_num,numero_entrevistas_pessoa,peso_pessoa,capital,situacao_urbana_rural,tipo_area,peso_amostral,sexo,idade,cor_raca,nivel_instrucao,numero_trabalhos,area_trabalho,grupo_atividade,grupo_ocupacao,rendimento_habitual,horas_habituais,target_informal
250000680-04-11,250000680-04-11-03,1,3,0.3333333333333333,0,2,4,466.19817803,1,29,4,5,1,3,09,03,2640.0,40,0
250000680-05-11,250000680-05-11-01,1,3,0.3333333333333333,0,2,4,488.84268484,1,39,1,3,1,,03,09,300.0,40,1
250000680-05-11,250000680-05-11-02,1,3,0.3333333333333333,0,2,4,488.84268484,2,33,1,7,1,3,09,02,2800.0,30,0
250000680-10-11,250000680-10-11-02,1,3,0.3333333333333333,0,2,4,434.34145427,1,38,4,2,1,,01,06,800.0,44,1
250000680-11-11,250000680-11-11-02,1,3,0.3333333333333333,0,2,4,500.40353612,1,32,4,5,1,,01,09,300.0,44,1
250000680-12-11,250000680-12-11-01,1,1,1.0,0,2,4,434.21667124,2,40,4,3,1,,06,05,500.0,20,1
250000680-13-11,250000680-13-11-01,1,3,0.3333333333333333,0,2,4,490.39028221,2,38,1,2,1,3,08,09,600.0,30,0
250000680-13-11,250000680-13-11-02,1,3,0.3333333333333333,0,2,4,490.39028221,1,28,1,5,1,,01,06,500.0,40,1
250000845-01-11,250000845-01-11-01,1,2,0.5,1,1,1,289.82430867,1,42,4,7,1,,07,02,1412.0,44,1
250000845-01-11,250000845-01-11-02,1,2,0.5,1,1,1,289.82430867,2,43,4,7,1,,06,07,400.0,20,1
250000845-02-11,250000845-02-11-02,1,2,0.5,1,1,1,250.92684156,1,51,4,5,1,,04,07,2500.0,44,0
250000845-03-11,250000845-03-11-02,1,2,0.5,1,1,1,260.85336654,1,54,1,5,1,,02,07,3000.0,48,1
250000845-06-11,250000845-06-11-02,1,2,0.5,1,1,1,299.21978221,2,41,1,5,1,,07,04,2000.0,40,0
250000845-06-11,250000845-06-11-03,1,2,0.5,1,1,1,299.21978221,1,24,1,6,1,,04,09,1500.0,48,0
250000845-06-11,250000845-06-11-04,1,2,0.5,1,1,1,299.21978221,2,18,1,5,1,,10,05,700.0,20,1
250000845-07-11,250000845-07-11-01,1,2,0.5,1,1,1,315.68732446,2,25,1,7,1,,07,02,3000.0,40,1
250000845-09-11,250000845-09-11-02,1,2,0.5,1,1,1,242.84727571,2,39,1,7,1,,09,04,2000.0,40,0
250000845-11-11,250000845-11-11-01,1,2,0.5,1,1,1,313.88602699,1,52,1,4,1,,04,05,1412.0,48,0
250000845-11-11,250000845-11-11-02,1,2,0.5,1,1,1,313.88602699,2,49,1,4,1,,04,09,1490.0,48,0
250000845-11-11,250000845-11-11-03,1,2,0.5,1,1,1,313.88602699,1,22,1,4,1,,06,05,1412.0,48,0
250000845-12-11,250000845-12-11-01,1,2,0.5,1,1,1,300.43154931,2,67,4,2,1,,11,09,600.0,10,1
250000845-12-11,250000845-12-11-02,1,2,0.5,1,1,1,300.43154931,2,26,4,5,1,,07,03,1700.0,40,1
250000845-13-11,250000845-13-11-01,1,2,0.5,1,1,1,277.16621584,2,42,1,5,1,,09,03,1412.0,44,0
250000845-13-11,250000845-13-11-02,1,2,0.5,1,1,1,277.16621584,1,49,4,5,1,,05,08,2000.0,48,1
250000845-14-11,250000845-14-11-01,1,2,0.5,1,1,1,273.41081647,2,46,4,7,1,,04,05,1500.0,44,0
250001245-01-11,250001245-01-11-02,1,2,0.5,0,1,4,248.69370055,1,37,4,2,1,,04,05,500.0,16,1
250001245-02-11,250001245-02-11-02,1,2,0.5,0,1,4,240.29628522,1,44,4,4,1,,02,07,1200.0,40,1
250001245-02-11,250001245-02-11-03,1,2,0.5,0,1,4,240.29628522,2,20,4,5,1,,04,05,500.0,40,1
250001245-03-11,250001245-03-11-01,1,2,0.5,0,1,4,206.24091857,2,61,1,5,1,,10,05,1500.0,20,1
250001245-03-11,250001245-03-11-02,1,1,1.0,0,1,4,206.24091857,1,48,4,3,1,,05,08,300.0,20,1
250001245-04-11,250001245-04-11-01,1,2,0.5,0,1,4,186.9971073,2,55,1,7,1,3,09,02,7606.0,40,0
250001245-05-11,250001245-05-11-02,1,2,0.5,0,1,4,252.05644189,1,37,4,2,1,,11,06,1500.0,40,1
250001245-06-11,250001245-06-11-03,1,2,0.5,0,1,4,248.14789575,2,24,4,5,1,,04,05,1412.0,42,0
250001245-07-11,250001245-07-11-01,1,1,1.0,0,1,4,292.99170821,2,23,4,5,1,,04,04,1200.0,40,0
250001245-07-11,250001245-07-11-02,1,1,1.0,0,1,4,292.99170821,1,22,1,3,1,,02,07,600.0,48,1
250001245-08-11,250001245-08-11-01,1,2,0.5,0,1,4,269.10817939,1,44,4,2,1,,02,07,400.0,36,1
250001245-09-11,250001245-09-11-01,1,2,0.5,0,1,4,178.87207949,2,57,4,5,1,,09,09,1412.0,40,0
250001245-10-11,250001245-10-11-02,1,2,0.5,0,1,4,207.51260864,1,53,1,5,1,,04,07,2500.0,40,0
250001515-02-11,250001515-02-11-01,1,2,0.5,0,2,4,585.26786937,1,53,1,5,1,3,09,05,1412.0,30,0
250001515-02-11,250001515-02-11-02,1,2,0.5,0,2,4,585.26786937,2,49,4,5,2,,09,03,2800.0,72,0
250001515-02-11,250001515-02-11-05,1,2,0.5,0,2,4,585.26786937,1,27,4,6,1,,02,07,1700.0,44,0
250001515-04-11,250001515-04-11-01,1,2,0.5,0,2,4,543.36226847,2,45,2,3,1,,04,05,300.0,40,1
250001515-04-11,250001515-04-11-02,1,2,0.5,0,2,4,543.36226847,1,46,2,2,1,,01,06,1412.0,56,0
250001515-05-11,250001515-05-11-01,1,2,0.5,0,2,4,505.23566062,1,43,1,2,1,,01,06,300.0,70,1
250001515-05-11,250001515-05-11-02,1,2,0.5,0,2,4,505.23566062,2,50,4,5,1,,01,06,300.0,70,1
250001515-07-11,250001515-07-11-01,1,1,1.0,0,2,4,499.82056566,2,62,2,1,1,,06,05,400.0,16,1
250001515-07-11,250001515-07-11-02,1,1,1.0,0,2,4,499.82056566,1,42,4,1,1,,01,09,600.0,24,1
250001515-08-11,250001515-08-11-03,1,2,0.5,0,2,4,538.75380186,1,39,1,5,1,3,08,08,1412.0,30,0
250001515-08-11,250001515-08-11-04,1,2,0.5,0,2,4,538.75380186,2,36,1,5,1,,04,04,1412.0,40,0
250001515-08-11,250001515-08-11-05,1,2,0.5,0,2,4,538.75380186,2,21,1,6,1,,09,05,300.0,12,1
250001515-10-11,250001515-10-11-01,1,2,0.5,0,2,4,586.29414516,1,40,4,3,1,,02,07,1600.0,44,0
250001515-11-11,250001515-11-11-02,1,2,0.5,0,2,4,566.06521703,1,41,2,3,1,,01,09,600.0,24,1
250001515-12-11,250001515-12-11-01,1,2,0.5,0,2,4,502.30630699,2,53,4,3,1,,11,05,650.0,60,1
250001515-12-11,250001515-12-11-02,1,2,0.5,0,2,4,502.30630699,1,57,4,1,1,,11,09,1412.0,70,1
250001515-12-11,250001515-12-11-03,1,2,0.5,0,2,4,502.30630699,2,23,4,5,2,,11,05,500.0,87,1
250001533-01-11,250001533-01-11-01,1,3,0.3333333333333333,1,1,1,347.42960708,2,25,1,5,1,,04,05,1320.0,44,0
250001533-02-11,250001533-02-11-02,1,3,0.3333333333333333,1,1,1,267.72166528,1,61,1,5,1,,07,01,3000.0,44,0
250001533-02-11,250001533-02-11-03,1,3,0.3333333333333333,1,1,1,267.72166528,1,28,4,5,1,,02,08,1450.0,44,0
250001533-04-11,250001533-04-11-01,1,3,0.3333333333333333,1,1,1,271.61624326,2,35,1,7,1,3,09,03,2640.0,30,0
250001533-04-11,250001533-04-11-02,1,3,0.3333333333333333,1,1,1,271.61624326,1,41,4,5,1,,10,03,3960.0,44,0
250001533-05-11,250001533-05-11-01,1,2,0.5,1,1,1,296.47100364,2,37,4,5,1,,09,03,1500.0,44,1
250001533-05-11,250001533-05-11-02,1,3,0.3333333333333333,1,1,1,296.47100364,1,39,4,3,1,,07,03,2500.0,44,0
250001533-06-11,250001533-06-11-01,1,3,0.3333333333333333,1,1,1,298.94445062,2,36,1,7,1,,07,04,2000.0,40,0
250001533-06-11,250001533-06-11-02,1,3,0.3333333333333333,1,1,1,298.94445062,1,33,4,5,1,,04,05,1710.0,44,0
250001533-07-11,250001533-07-11-03,1,3,0.3333333333333333,1,1,1,254.53841031,1,27,4,7,1,,07,02,2900.0,40,0
250001533-08-11,250001533-08-11-01,1,3,0.3333333333333333,1,1,1,307.60108848,2,51,4,5,1,,04,05,1200.0,25,1
250001533-08-11,250001533-08-11-02,1,3,0.3333333333333333,1,1,1,307.60108848,1,55,4,5,1,1,08,10,5000.0,44,0
250001533-08-11,250001533-08-11-03,1,3,0.3333333333333333,1,1,1,307.60108848,1,33,4,5,1,,07,04,2300.0,44,0
250001533-08-11,250001533-08-11-04,1,3,0.3333333333333333,1,1,1,307.60108848,1,27,4,5,1,,05,08,1450.0,44,1
250001533-08-11,250001533-08-11-05,1,3,0.3333333333333333,1,1,1,307.60108848,2,21,4,5,1,,04,05,1320.0,40,0
250001533-09-11,250001533-09-11-01,1,3,0.3333333333333333,1,1,1,281.94615217,1,47,4,5,1,,03,07,1900.0,44,0
250001533-09-11,250001533-09-11-02,1,3,0.3333333333333333,1,1,1,281.94615217,2,48,4,5,1,,09,03,1500.0,44,0
250001533-10-11,250001533-10-11-01,1,3,0.3333333333333333,1,1,1,347.42960708,1,33,1,5,1,,04,05,1550.0,44,0
250001533-10-11,250001533-10-11-02,1,3,0.3333333333333333,1,1,1,347.42960708,2,29,1,5,1,,11,09,1320.0,44,0
250001533-11-11,250001533-11-11-01,1,3,0.3333333333333333,1,1,1,316.94764206,1,35,4,5,1,,04,05,1550.0,44,0
250001533-11-11,250001533-11-11-02,1,3,0.3333333333333333,1,1,1,316.94764206,2,30,4,2,1,,11,09,1320.0,40,0
250001533-12-11,250001533-12-11-01,1,3,0.3333333333333333,1,1,1,233.88200151,1,64,1,2,1,,04,09,600.0,60,1
250001533-14-11,250001533-14-11-03,1,3,0.3333333333333333,1,1,1,229.66215071,1,40,4,5,1,,07,09,1320.0,44,1
250001679-02-11,250001679-02-11-01,1,2,0.5,0,2,4,238.73642764,1,28,4,3,1,,01,06,250.0,56,1
250001679-02-11,250001679-02-11-02,1,2,0.5,0,2,4,238.73642764,2,22,4,4,1,,01,06,250.0,20,1
250001679-03-11,250001679-03-11-01,1,2,0.5,0,2,4,200.5790305,1,46,4,3,1,,03,07,1700.0,40,1
250001679-03-11,250001679-03-11-02,1,2,0.5,0,2,4,200.5790305,2,41,4,2,1,,11,09,1412.0,40,0
250001679-03-11,250001679-03-11-03,1,2,0.5,0,2,4,200.5790305,1,21,4,4,1,,06,08,1300.0,40,1
250001679-05-11,250001679-05-11-02,1,2,0.5,0,2,4,221.92402645,1,30,4,5,1,,01,09,720.0,24,1
250001679-06-11,250001679-06-11-01,1,2,0.5,0,2,4,145.94536647,1,65,1,2,1,,01,09,1000.0,30,1
250001679-06-11,250001679-06-11-02,1,2,0.5,0,2,4,145.94536647,2,51,2,2,1,,01,09,1000.0,30,1
250001679-07-11,250001679-07-11-01,1,2,0.5,0,2,4,157.68901987,2,41,4,2,1,,04,05,500.0,40,1
250001679-07-11,250001679-07-11-02,1,2,0.5,0,2,4,157.68901987,1,57,4,2,1,,01,09,800.0,30,1
250001679-08-11,250001679-08-11-01,1,2,0.5,0,2,4,198.18524313,1,53,4,2,1,,11,09,1412.0,40,0
250001679-08-11,250001679-08-11-04,1,1,1.0,0,2,4,198.18524313,1,25,4,2,1,,04,09,1500.0,30,1
250001679-09-11,250001679-09-11-01,1,2,0.5,0,2,4,151.22410575,2,57,4,5,2,,11,09,400.0,14,1
250001679-09-11,250001679-09-11-02,1,2,0.5,0,2,4,151.22410575,1,64,4,2,1,,02,07,1700.0,40,0
250001679-10-11,250001679-10-11-02,1,2,0.5,0,2,4,235.81111333,1,27,4,2,1,,01,09,400.0,24,1
250001679-11-11,250001679-11-11-01,1,1,1.0,0,2,4,143.91028206,2,60,1,2,1,,02,07,200.0,25,1
250001679-12-11,250001679-12-11-02,1,2,0.5,0,2,4,165.89881427,2,42,2,2,1,,11,09,100.0,2,1
250001679-13-11,250001679-13-11-01,1,2,0.5,0,2,4,154.940555,1,58,4,2,1,,01,06,1000.0,30,1
250001679-13-11,250001679-13-11-02,1,2,0.5,0,2,4,154.940555,2,55,4,1,1,,01,06,,30,1
250001787-02-11,250001787-02-11-02,1,3,0.3333333333333333,0,2,4,433.83690427,1,33,4,3,1,,02,09,1412.0,40,0
250001787-05-11,250001787-05-11-01,1,3,0.3333333333333333,0,2,4,376.56572397,1,35,1,1,1,,03,09,500.0,16,1
250001787-05-11,250001787-05-11-02,1,3,0.3333333333333333,0,2,4,376.56572397,2,36,4,5,1,3,09,09,1412.0,30,0
250001787-06-11,250001787-06-11-02,1,2,0.5,0,2,4,431.56945447,1,37,1,4,1,,03,07,1500.0,40,0
250001787-09-11,250001787-09-11-01,1,4,0.25,0,2,4,374.99092287,1,37,1,4,1,,03,07,1500.0,24,1
250001787-10-11,250001787-10-11-02,1,4,0.25,0,2,4,371.32710776,1,32,4,4,1,,03,07,1500.0,40,0
250001787-11-11,250001787-11-11-01,1,4,0.25,0,2,4,404.69173691,1,36,2,2,1,,01,06,1320.0,40,1
250001787-12-11,250001787-12-11-01,1,4,0.25,0,2,4,352.57701779,2,30,4,2,1,,11,09,1320.0,40,1
250001787-13-11,250001787-13-11-01,1,4,0.25,0,2,4,403.83498135,2,35,4,7,1,3,09,02,2000.0,40,0
250001787-13-11,250001787-13-11-02,1,2,0.5,0,2,4,403.83498135,1,36,4,2,1,,04,09,1320.0,40,0
250001787-14-11,250001787-14-11-02,1,2,0.5,0,2,4,391.90465869,1,31,4,2,1,,01,06,500.0,30,1
250001830-01-11,250001830-01-11-01,1,3,0.3333333333333333,0,1,4,149.58504075,1,31,1,4,1,,04,05,2000.0,40,1
250001830-01-11,250001830-01-11-02,1,3,0.3333333333333333,0,1,4,149.58504075,2,29,1,5,1,,04,05,2000.0,40,1
250001830-05-11,250001830-05-11-02,1,3,0.3333333333333333,0,1,4,145.96362568,1,33,4,2,1,,04,07,1412.0,40,0
250001830-06-11,250001830-06-11-01,1,3,0.3333333333333333,0,1,4,86.77113328,2,70,1,5,1,,07,04,300.0,25,1
250001830-08-11,250001830-08-11-01,1,3,0.3333333333333333,0,1,4,129.92876015,2,27,4,3,1,,11,09,50.0,8,1
250001830-11-11,250001830-11-11-01,1,3,0.3333333333333333,0,1,4,119.40167554,2,30,1,7,2,3,09,02,3700.0,80,0
250001830-12-11,250001830-12-11-01,1,3,0.3333333333333333,0,1,4,126.60532378,2,37,4,6,2,3,09,02,1412.0,52,0
250001830-12-11,250001830-12-11-02,1,3,0.3333333333333333,0,1,4,126.60532378,1,44,1,5,1,,01,06,2000.0,30,1
250002019-01-10,250002019-01-10-01,1,1,1.0,0,1,4,210.78206857,2,50,4,1,1,,06,05,300.0,44,1
250002019-01-10,250002019-01-10-02,1,1,1.0,0,1,4,210.78206857,1,46,4,1,1,,03,07,400.0,40,1
250002019-04-10,250002019-04-10-02,1,1,1.0,0,1,4,206.78203284,2,44,4,3,1,,10,07,800.0,30,0
250002019-04-10,250002019-04-10-03,1,1,1.0,0,1,4,206.78203284,2,22,4,5,1,,04,07,1400.0,40,1
250002019-04-10,250002019-04-10-04,1,1,1.0,0,1,4,206.78203284,1,18,4,3,1,,05,09,300.0,30,0
250002019-05-10,250002019-05-10-01,1,1,1.0,0,1,4,227.35772426,2,41,4,5,1,3,09,02,1500.0,40,0
250002019-05-10,250002019-05-10-02,1,1,1.0,0,1,4,227.35772426,1,39,4,5,1,,06,05,500.0,40,1
250002019-06-10,250002019-06-10-02,1,1,1.0,0,1,4,166.71488126,2,67,4,7,1,2,09,02,3000.0,30,0
250002019-07-10,250002019-07-10-01,1,1,1.0,0,1,4,328.61940275,1,31,2,6,1,1,09,04,1412.0,40,0
250002019-08-10,250002019-08-10-02,1,1,1.0,0,1,4,250.37544715,1,23,1,1,1,,06,05,1400.0,44,1
250002019-08-10,250002019-08-10-03,1,1,1.0,0,1,4,250.37544715,2,20,4,1,1,,06,09,120.0,20,1
250002019-10-10,250002019-10-10-01,1,1,1.0,0,1,4,279.06011831,2,33,4,2,1,,06,05,200.0,40,1
250002019-10-10,250002019-10-10-02,1,1,1.0,0,1,4,279.06011831,1,28,4,2,1,,03,07,500.0,40,1
250002019-11-10,250002019-11-10-01,1,1,1.0,0,1,4,274.58550016,1,30,2,1,1,,02,08,1412.0,24,1
250002019-11-10,250002019-11-10-02,1,1,1.0,0,1,4,274.58550016,2,24,4,5,1,3,09,03,1412.0,24,0
250002826-01-11,250002826-01-11-02,1,1,1.0,0,2,4,172.94302608,1,48,4,2,1,,01,09,400.0,45,1
250002826-03-11,250002826-03-11-01,1,3,0.3333333333333333,0,2,4,169.87244383,1,58,1,2,1,,04,07,500.0,6,1
250002826-04-11,250002826-04-11-02,1,3,0.3333333333333333,0,2,4,203.33178689,1,33,4,4,1,,01,09,300.0,16,1
250002826-05-11,250002826-05-11-01,1,3,0.3333333333333333,0,2,4,216.30805358,1,30,4,2,1,,01,09,300.0,16,1
250002826-06-11,250002826-06-11-01,1,3,0.3333333333333333,0,2,4,197.00466258,1,46,4,2,1,,01,06,1000.0,43,1
250002826-10-11,250002826-10-11-02,1,2,0.5,0,2,4,153.91046003,1,17,1,3,1,,03,09,200.0,16,1
250002826-11-11,250002826-11-11-01,1,3,0.3333333333333333,0,2,4,160.31137339,1,50,1,2,1,,01,06,1000.0,35,1
250002826-11-11,250002826-11-11-02,1,3,0.3333333333333333,0,2,4,160.31137339,2,39,4,3,1,,01,09,,21,1
250002826-13-11,250002826-13-11-01,1,3,0.3333333333333333,0,2,4,155.75581568,2,44,1,5,1,3,09,03,2800.0,40,0
250002826-13-11,250002826-13-11-02,1,3,0.3333333333333333,0,2,4,155.75581568,1,50,4,2,1,,05,08,600.0,45,1
250003045-02-11,250003045-02-11-01,1,3,0.3333333333333333,0,1,4,240.18985663,2,52,4,2,1,,04,05,600.0,30,1
250003045-11-11,250003045-11-11-01,1,2,0.5,0,1,4,311.71986105,1,64,1,1,1,,05,08,800.0,40,1
250003045-13-11,250003045-13-11-03,1,1,1.0,0,1,4,247.74679074,2,18,4,4,1,,06,05,400.0,30,1
250003045-14-11,250003045-14-11-01,1,2,0.5,0,1,4,213.29405024,1,66,4,2,1,,04,05,200.0,44,1
250003072-01-11,250003072-01-11-01,1,2,0.5,0,2,4,124.71550697,1,41,4,2,1,,01,09,350.0,20,1
250003072-03-11,250003072-03-11-02,1,3,0.3333333333333333,0,2,4,123.59801418,1,37,4,3,1,,04,07,150.0,40,1
250003072-06-11,250003072-06-11-02,1,3,0.3333333333333333,0,2,4,127.3484711,1,40,4,2,2,,01,07,700.0,40,1
250003072-07-11,250003072-07-11-02,1,3,0.3333333333333333,0,2,4,146.60366432,1,24,4,3,1,3,09,05,1412.0,30,0
250003072-08-11,250003072-08-11-01,1,3,0.3333333333333333,0,2,4,118.43827994,1,45,4,5,1,,05,09,1700.0,45,0
250003072-08-11,250003072-08-11-02,1,3,0.3333333333333333,0,2,4,118.43827994,2,32,1,7,1,3,09,02,1420.0,30,0
250003072-10-11,250003072-10-11-02,1,2,0.5,0,2,4,107.14404041,1,43,4,4,1,,01,09,400.0,10,1
250003072-11-11,250003072-11-11-02,1,1,1.0,0,2,4,119.26252158,1,21,4,3,1,,03,09,700.0,20,1
250003196-04-11,250003196-04-11-01,1,1,1.0,0,1,4,288.85561406,2,18,4,3,1,,11,09,160.0,20,1
250003196-04-11,250003196-04-11-02,1,2,0.5,0,1,4,288.85561406,1,20,1,4,1,,04,08,600.0,44,1
250003196-06-11,250003196-06-11-06,1,3,0.3333333333333333,0,1,4,192.50410656,1,23,4,4,1,,01,09,300.0,48,1
250003196-08-11,250003196-08-11-02,1,4,0.25,0,1,4,264.03946746,1,36,4,2,1,,04,05,600.0,48,1
250003196-09-11,250003196-09-11-02,1,3,0.3333333333333333,0,1,4,267.89028755,1,28,4,5,1,,03,07,700.0,30,1
250003196-12-11,250003196-12-11-02,1,3,0.3333333333333333,0,1,4,183.38295888,1,57,1,2,1,,01,09,600.0,30,1
250003447-01-11,250003447-01-11-02,1,1,1.0,0,2,2,90.04435313,1,62,2,2,1,,01,06,200.0,15,1
250003447-03-11,250003447-03-11-01,1,2,0.5,0,2,2,92.25726269,1,58,4,2,1,,01,06,400.0,40,1
250003447-04-11,250003447-04-11-03,1,1,1.0,0,2,2,83.76855757,1,62,4,2,1,,11,09,400.0,20,1
250003447-05-11,250003447-05-11-01,1,2,0.5,0,2,2,107.68595183,1,47,4,5,1,,02,05,5000.0,84,0
250003447-06-11,250003447-06-11-01,1,1,1.0,0,2,2,120.67039307,1,43,1,5,1,,02,09,4500.0,112,0
250003447-06-11,250003447-06-11-02,1,1,1.0,0,2,2,120.67039307,2,37,1,5,1,3,08,04,1412.0,40,0
250003447-08-11,250003447-08-11-01,1,2,0.5,0,2,2,114.651206,1,49,2,2,1,,04,05,500.0,50,1
250003447-08-11,250003447-08-11-04,1,2,0.5,0,2,2,114.651206,1,17,4,4,1,,06,05,200.0,10,1
250003447-10-11,250003447-10-11-01,1,2,0.5,0,2,2,103.14164262,1,58,4,5,1,,05,08,8000.0,60,1
250003447-11-11,250003447-11-11-01,1,2,0.5,0,2,2,112.37829643,2,36,4,2,1,,06,05,1000.0,30,1
250003447-11-11,250003447-11-11-02,1,2,0.5,0,2,2,112.37829643,1,19,4,2,1,,03,09,250.0,20,1
250003447-11-11,250003447-11-11-06,1,2,0.5,0,2,2,112.37829643,1,16,4,2,1,,03,09,200.0,20,1
250003447-12-11,250003447-12-11-01,1,2,0.5,0,2,2,132.2714334,1,30,4,2,1,,01,06,1200.0,20,1
250003447-13-11,250003447-13-11-01,1,2,0.5,0,2,2,124.18219668,2,48,4,2,1,,11,09,600.0,20,1
250003447-13-11,250003447-13-11-02,1,2,0.5,0,2,2,124.18219668,1,39,4,3,1,,03,07,1412.0,40,0
250003734-01-10,250003734-01-10-01,1,1,1.0,0,2,4,281.6126983,1,49,4,2,1,3,08,08,1600.0,40,0
250003734-02-10,250003734-02-10-01,1,1,1.0,0,2,4,343.61633666,1,28,1,4,1,3,08,08,1600.0,40,0
250003734-02-10,250003734-02-10-02,1,1,1.0,0,2,4,343.61633666,2,26,1,7,1,,06,07,500.0,30,1
250003734-03-10,250003734-03-10-01,1,1,1.0,0,2,4,344.86264899,1,44,4,2,1,,04,05,150.0,25,1
250003734-04-10,250003734-04-10-01,1,1,1.0,0,2,4,387.40755169,1,22,4,5,1,,10,04,600.0,30,1
250003734-07-10,250003734-07-10-01,1,1,1.0,0,2,4,276.60100294,1,46,4,2,1,,03,07,300.0,30,1
250003734-08-10,250003734-08-10-03,1,1,1.0,0,2,4,258.54686737,2,26,1,7,1,,02,01,1412.0,44,0
250003734-09-10,250003734-09-10-01,1,1,1.0,0,2,4,300.73330514,2,39,4,2,1,,02,07,200.0,48,1
250003734-09-10,250003734-09-10-02,1,1,1.0,0,2,4,300.73330514,1,39,1,2,1,,01,08,1300.0,44,1
250003734-10-10,250003734-10-10-01,1,1,1.0,0,2,4,288.11298054,1,54,1,2,1,,01,06,400.0,25,1
250003734-11-10,250003734-11-10-01,1,1,1.0,0,2,4,293.76057235,2,42,1,2,1,,06,05,150.0,22,1
250003734-11-10,250003734-11-10-02,1,1,1.0,0,2,4,293.76057235,1,39,1,5,1,,02,07,1412.0,44,0
250003734-12-10,250003734-12-10-01,1,1,1.0,0,2,4,313.33709948,1,33,1,1,1,,04,05,150.0,20,1
250003734-12-10,250003734-12-10-02,1,1,1.0,0,2,4,313.33709948,2,37,1,5,1,,04,05,150.0,4,1
250003734-13-10,250003734-13-10-01,1,1,1.0,0,2,4,326.08137697,1,45,4,2,1,,04,05,1412.0,48,0
250003990-02-11,250003990-02-11-01,1,4,0.25,0,1,4,382.52707747,1,56,4,2,1,,04,05,1412.0,12,0
250003990-03-11,250003990-03-11-01,1,4,0.25,0,1,4,455.36278971,2,45,4,7,1,3,09,02,4000.0,30,0
250003990-04-11,250003990-04-11-02,1,3,0.3333333333333333,0,1,4,428.27211116,1,34,4,5,1,,03,09,500.0,30,1
250003990-05-11,250003990-05-11-01,1,3,0.3333333333333333,0,1,4,423.92606711,2,56,4,2,1,2,09,05,1412.0,40,0
250003990-05-11,250003990-05-11-03,1,4,0.25,0,1,4,423.92606711,1,27,4,2,1,,06,05,1412.0,40,1
250003990-06-11,250003990-06-11-02,1,3,0.3333333333333333,0,1,4,333.76872119,1,71,4,4,1,,05,08,2000.0,40,0
250003990-07-11,250003990-07-11-01,1,4,0.25,0,1,4,461.54902723,2,37,1,5,1,,10,05,1412.0,48,1
250003990-07-11,250003990-07-11-02,1,2,0.5,0,1,4,461.54902723,1,38,1,5,1,,05,08,1412.0,40,1
250003990-07-11,250003990-07-11-03,1,4,0.25,0,1,4,461.54902723,1,18,1,5,1,,04,09,240.0,8,1
250003990-08-11,250003990-08-11-01,1,2,0.5,0,1,4,371.58153863,1,77,1,1,1,,06,05,150.0,48,1
250003990-09-11,250003990-09-11-02,1,4,0.25,0,1,4,397.22254337,1,78,4,7,1,2,08,02,7000.0,25,0
250003990-09-11,250003990-09-11-03,1,2,0.5,0,1,4,397.22254337,1,42,1,7,1,,09,02,700.0,20,1
250003990-11-11,250003990-11-11-01,1,4,0.25,0,1,4,436.97412392,1,40,4,5,1,,06,05,3000.0,40,0
250003990-11-11,250003990-11-11-02,1,4,0.25,0,1,4,436.97412392,2,40,4,7,1,3,09,02,3000.0,40,0
250003990-12-11,250003990-12-11-02,1,3,0.3333333333333333,0,1,4,410.72134328,1,42,4,2,1,,01,09,500.0,40,1
250003990-13-11,250003990-13-11-01,1,4,0.25,0,1,4,382.51069159,2,36,4,5,1,,04,05,1500.0,56,0
250004110-01-11,250004110-01-11-03,1,1,1.0,0,1,2,291.72185412,2,51,2,5,2,,06,05,1412.0,60,1
250004110-01-11,250004110-01-11-04,1,1,1.0,0,1,2,291.72185412,1,52,2,6,1,,06,05,1412.0,30,1
250004110-04-11,250004110-04-11-02,1,4,0.25,0,1,2,303.71911071,1,41,1,7,1,,03,09,1412.0,40,0
250004110-06-11,250004110-06-11-01,1,4,0.25,0,1,2,343.75020327,2,36,1,7,1,,04,05,1412.0,40,1
250004110-09-11,250004110-09-11-02,1,4,0.25,0,1,2,292.81342188,1,40,1,3,1,2,09,04,1412.0,48,0
250004110-11-11,250004110-11-11-02,1,4,0.25,0,1,2,328.55120758,1,35,2,2,1,,03,07,1500.0,40,0
250004110-13-11,250004110-13-11-01,1,3,0.3333333333333333,0,1,2,313.40472637,1,41,4,4,1,,06,05,1412.0,48,0
250004110-13-11,250004110-13-11-02,1,4,0.25,0,1,2,313.40472637,2,47,4,4,1,,10,05,1500.0,40,1
250004110-14-11,250004110-14-11-02,1,4,0.25,0,1,2,350.60662617,1,23,1,6,1,,04,04,2118.0,48,0
250004628-02-11,250004628-02-11-03,1,3,0.3333333333333333,0,1,4,170.43859758,1,41,1,2,1,,04,08,1800.0,44,0
250004628-03-11,250004628-03-11-01,1,2,0.5,0,1,4,198.75187327,2,30,4,2,1,,04,09,200.0,50,1
250004628-04-11,250004628-04-11-03,1,3,0.3333333333333333,0,1,4,193.3553388,1,19,1,5,1,,04,07,1000.0,44,1
250004628-05-11,250004628-05-11-01,1,1,1.0,0,1,4,261.71352887,1,26,4,2,1,,04,07,1000.0,40,1
250004628-06-11,250004628-06-11-01,1,3,0.3333333333333333,0,1,4,182.96400454,2,38,4,5,1,,07,04,1412.0,37,0
